"";"NU_IDENTIFICADOR";"notaEF";"notaRH";"notaServ";"IDCREAS";"Ano";"IBGE";"IBGE7";"UF";"Municipio";"Porte_pop2010"
"2089";29027097146;5;2;1;2,67;2019;290270;2902708;"Bahia";"BARRA";"Pequeno II"
"2090";29028094586;3;4;3;3,33;2019;290280;2902807;"Bahia";"BARRA DA ESTIVA";"Pequeno II"
"2091";29029097352;3;2;3;2,67;2019;290290;2902906;"Bahia";"BARRA DO CHOCA";"Pequeno II"
"2092";29034097032;3;5;3;3,67;2019;290340;2903409;"Bahia";"BELMONTE";"Pequeno II"
"2093";29035095992;4;4;2;3,33;2019;290350;2903508;"Bahia";"BELO CAMPO";"Pequeno I"
"2094";29037099062;3;2;NA;NA;2019;290370;2903706;"Bahia";"BOA NOVA";"Pequeno I"
"2095";29040598436;4;4;2;3,33;2019;290405;2904050;"Bahia";"BONITO";"Pequeno I"
"2096";29042096394;2;2;2;2;2019;290420;2904209;"Bahia";"BOTUPORA";"Pequeno I"
"2097";29049096050;5;4;3;4;2019;290490;2904902;"Bahia";"CACHOEIRA";"Pequeno II"
"2098";29050093788;4;5;3;4;2019;290500;2905008;"Bahia";"CACULE";"Pequeno II"
"2099";29052097282;3;4;4;3,67;2019;290520;2905206;"Bahia";"CAETITE";"Pequeno II"
"2100";29058094892;4;4;2;3,33;2019;290580;2905800;"Bahia";"CAMAMU";"Pequeno II"
"2101";29059093686;4;4;2;3,33;2019;290590;2905909;"Bahia";"CAMPO ALEGRE DE LOURDES";"Pequeno II"
"2102";29062095096;2;2;2;2;2019;290620;2906204;"Bahia";"CANARANA";"Pequeno II"
"2103";29067094482;3;2;2;2,33;2019;290670;2906709;"Bahia";"CANDIDO SALES";"Pequeno II"
"2104";29068094822;5;4;5;4,67;2019;290680;2906808;"Bahia";"CANSANCAO";"Pequeno II"
"2105";29068293598;4;3;2;3;2019;290682;2906824;"Bahia";"CANUDOS";"Pequeno I"
"2106";29068594358;3;4;4;3,67;2019;290685;2906857;"Bahia";"CAPELA DO ALTO ALEGRE";"Pequeno I"
"2107";29069097270;2;5;3;3,33;2019;290690;2906907;"Bahia";"CARAVELAS";"Pequeno II"
"2108";29071094762;4;4;2;3,33;2019;290710;2907103;"Bahia";"CARINHANHA";"Pequeno II"
"2109";29072093624;2;3;2;2,33;2019;290720;2907202;"Bahia";"CASA NOVA";"Médio"
"2110";29077098840;2;2;2;2;2019;290770;2907707;"Bahia";"CHORROCHO";"Pequeno I"
"2111";29078098448;2;3;3;2,67;2019;290780;2907806;"Bahia";"CICERO DANTAS";"Pequeno II"
"2112";29082097094;3;3;4;3,33;2019;290820;2908200;"Bahia";"CONCEICAO DA FEIRA";"Pequeno II"
"2113";29089098290;3;4;2;3;2019;290890;2908903;"Bahia";"CORACAO DE MARIA";"Pequeno II"
"2114";29092097428;3;2;3;2,67;2019;290920;2909208;"Bahia";"CORONEL JOAO SA";"Pequeno I"
"2115";29093094002;3;3;2;2,67;2019;290930;2909307;"Bahia";"CORRENTINA";"Pequeno II"
"2116";29094095890;4;3;2;3;2019;290940;2909406;"Bahia";"COTEGIPE";"Pequeno I"
"2117";29096096836;1;3;2;2;2019;290960;2909604;"Bahia";"CRISOPOLIS";"Pequeno II"
"2118";29099093764;4;5;2;3,67;2019;290990;2909901;"Bahia";"CURACA";"Pequeno II"
"2119";29104093758;4;4;3;3,67;2019;291040;2910404;"Bahia";"ENCRUZILHADA";"Pequeno II"
"2120";29106093866;3;4;3;3,33;2019;291060;2910602;"Bahia";"ESPLANADA";"Pequeno II"
"2121";29107598774;4;5;3;4;2019;291075;2910750;"Bahia";"FATIMA";"Pequeno I"
"2122";29111096742;3;2;3;2,67;2019;291110;2911105;"Bahia";"FORMOSA DO RIO PRETO";"Pequeno II"
"2123";29112094556;4;4;3;3,67;2019;291120;2911204;"Bahia";"GANDU";"Pequeno II"
"2124";29116094000;3;2;3;2,67;2019;291160;2911600;"Bahia";"GOVERNADOR MANGABEIRA";"Pequeno I"
"2125";29117097649;2;5;4;3,67;2019;291170;2911709;"Bahia";"GUANAMBI";"Médio"
"2126";29119096028;4;4;3;3,67;2019;291190;2911907;"Bahia";"IACU";"Pequeno II"
"2127";29121093558;2;2;3;2,33;2019;291210;2912103;"Bahia";"IBICARAI";"Pequeno II"
"2128";29127094522;3;2;2;2,33;2019;291270;2912707;"Bahia";"IBIRAPITANGA";"Pequeno II"
"2129";29128098492;3;3;4;3,33;2019;291280;2912806;"Bahia";"IBIRAPUA";"Pequeno I"
"2130";29138096162;3;4;1;2,67;2019;291380;2913804;"Bahia";"IPECAETA";"Pequeno I"
"2131";29144093666;3;4;3;3,33;2019;291440;2914406;"Bahia";"IRAQUARA";"Pequeno II"
"2132";29145093748;5;3;2;3,33;2019;291450;2914505;"Bahia";"IRARA";"Pequeno II"
"2133";29149097126;3;5;2;3,33;2019;291490;2914901;"Bahia";"ITACARE";"Pequeno II"
"2134";29153599000;2;2;NA;NA;2019;291535;2915353;"Bahia";"ITAGUACU DA BAHIA";"Pequeno I"
"2135";29155093964;4;4;2;3,33;2019;291550;2915502;"Bahia";"ITAJUIPE";"Pequeno II"
"2136";29158094052;4;5;3;4;2019;291580;2915809;"Bahia";"ITAMBE";"Pequeno II"
"2137";29160098310;4;4;5;4,33;2019;291600;2916005;"Bahia";"ITANHEM";"Pequeno II"
"2138";29161094234;2;1;2;1,67;2019;291610;2916104;"Bahia";"ITAPARICA";"Pequeno II"
"2139";29163099086;4;4;NA;NA;2019;291630;2916302;"Bahia";"ITAPEBI";"Pequeno I"
"2140";29165094568;1;5;4;3,33;2019;291650;2916500;"Bahia";"ITAPICURU";"Pequeno II"
"2141";29170095766;4;1;2;2,33;2019;291700;2917003;"Bahia";"ITIUBA";"Pequeno II"
"2142";29173096158;3;1;3;2,33;2019;291730;2917300;"Bahia";"ITUBERA";"Pequeno II"
"2143";29181096114;4;4;2;3,33;2019;291810;2918100;"Bahia";"JEREMOABO";"Pequeno II"
"2144";29183593800;4;2;2;2,67;2019;291835;2918357;"Bahia";"JOAO DOURADO";"Pequeno II"
"2145";29184598496;3;4;2;3;2019;291845;2918456;"Bahia";"JUCURUCU";"Pequeno I"
"2146";29187599144;3;2;NA;NA;2019;291875;2918753;"Bahia";"LAGOA REAL";"Pequeno I"
"2147";29188094958;2;5;2;3;2019;291880;2918803;"Bahia";"LAJE";"Pequeno II"
"2148";29189098446;2;4;3;3;2019;291890;2918902;"Bahia";"LAJEDAO";"Pequeno I"
"2149";29191596936;5;4;5;4,67;2019;291915;2919157;"Bahia";"LAPAO";"Pequeno II"
"2150";29198094528;3;3;3;3;2019;291980;2919801;"Bahia";"MACAUBAS";"Pequeno II"
"2151";29201093606;3;1;3;2,33;2019;292010;2920106;"Bahia";"MAIRI";"Pequeno I"
"2152";29205094498;2;5;3;3,33;2019;292050;2920502;"Bahia";"MARACAS";"Pequeno II"
"2153";29207098982;1;2;2;1,67;2019;292070;2920700;"Bahia";"MARAU";"Pequeno I"
"2154";29211096266;5;5;5;5;2019;292110;2921104;"Bahia";"MEDEIROS NETO";"Pequeno II"
"2155";29212096236;3;4;4;3,67;2019;292120;2921203;"Bahia";"MIGUEL CALMON";"Pequeno II"
"2156";29213094750;3;2;2;2,33;2019;292130;2921302;"Bahia";"MILAGRES";"Pequeno I"
"2157";29217095930;4;4;3;3,67;2019;292170;2921708;"Bahia";"MORRO DO CHAPEU";"Pequeno II"
"2158";29223096402;2;5;1;2,67;2019;292230;2922300;"Bahia";"MURITIBA";"Pequeno II"
"2159";29225094096;4;5;1;3,33;2019;292250;2922508;"Bahia";"NAZARE";"Pequeno II"
"2160";29230095884;4;2;1;2,33;2019;292300;2923001;"Bahia";"NOVA VICOSA";"Pequeno II"
"2161";29231094474;3;3;2;2,67;2019;292310;2923100;"Bahia";"OLINDINA";"Pequeno II"
"2162";29232093688;5;4;4;4,33;2019;292320;2923209;"Bahia";"OLIVEIRA DOS BREJINHOS";"Pequeno II"
"2163";29234097322;3;4;2;3;2019;292340;2923407;"Bahia";"PALMAS DE MONTE ALTO";"Pequeno II"
"2164";29236096204;4;4;3;3,67;2019;292360;2923605;"Bahia";"PARAMIRIM";"Pequeno II"
"2165";29237096178;2;5;2;3;2019;292370;2923704;"Bahia";"PARATINGA";"Pequeno II"
"2166";29238099050;5;4;NA;NA;2019;292380;2923803;"Bahia";"PARIPIRANGA";"Pequeno II"
"2167";29240598172;2;4;5;3,67;2019;292405;2924058;"Bahia";"PE DE SERRA";"Pequeno I"
"2168";29243098458;3;4;2;3;2019;292430;2924306;"Bahia";"PIATA";"Pequeno I"
"2169";29244093960;3;3;2;2,67;2019;292440;2924405;"Bahia";"PILAO ARCADO";"Pequeno II"
"2170";29250093844;3;5;3;3,67;2019;292500;2925006;"Bahia";"PLANALTO";"Pequeno II"
"2171";29251093802;5;5;4;4,67;2019;292510;2925105;"Bahia";"POCOES";"Pequeno II"
"2172";29252097500;2;4;5;3,67;2019;292520;2925204;"Bahia";"POJUCA";"Pequeno II"
"2173";29256098546;4;4;5;4,33;2019;292560;2925600;"Bahia";"PRESIDENTE DUTRA";"Pequeno I"
"2174";29258097426;4;4;3;3,67;2019;292580;2925808;"Bahia";"QUEIMADAS";"Pequeno II"
"2175";29259094118;4;5;3;4;2019;292590;2925907;"Bahia";"QUIJINGUE";"Pequeno II"
"2176";29259593722;3;4;2;3;2019;292595;2925956;"Bahia";"RAFAEL JAMBEIRO";"Pequeno II"
"2177";29260096784;4;5;3;4;2019;292600;2926004;"Bahia";"REMANSO";"Pequeno II"
"2178";29261098864;1;4;2;2,33;2019;292610;2926103;"Bahia";"RETIROLANDIA";"Pequeno I"
"2179";29263093868;2;5;3;3,33;2019;292630;2926301;"Bahia";"RIACHAO DO JACUIPE";"Pequeno II"
"2180";29264096212;4;4;3;3,67;2019;292640;2926400;"Bahia";"RIACHO DE SANTANA";"Pequeno II"
"2181";29266093676;4;4;3;3,67;2019;292660;2926608;"Bahia";"RIBEIRA DO POMBAL";"Pequeno II"
"2182";29270094400;4;5;5;4,67;2019;292700;2927002;"Bahia";"RIO REAL";"Pequeno II"
"2183";29272093798;4;4;4;4;2019;292720;2927200;"Bahia";"RUY BARBOSA";"Pequeno II"
"2184";29273098438;3;4;2;3;2019;292730;2927309;"Bahia";"SALINAS DA MARGARIDA";"Pequeno I"
"2185";29275094736;4;4;2;3,33;2019;292750;2927507;"Bahia";"SANTA BARBARA";"Pequeno I"
"2186";29277098090;4;5;3;4;2019;292770;2927705;"Bahia";"SANTA CRUZ CABRALIA";"Pequeno II"
"2187";29280097414;2;4;1;2,33;2019;292800;2928000;"Bahia";"SANTALUZ";"Pequeno II"
"2188";29280596896;4;4;3;3,67;2019;292805;2928059;"Bahia";"SANTA LUZIA";"Pequeno I"
"2189";29282095810;4;4;2;3,33;2019;292820;2928208;"Bahia";"SANTANA";"Pequeno II"
"2190";29289097092;2;4;2;2,67;2019;292890;2928901;"Bahia";"SAO DESIDERIO";"Pequeno II"
"2191";29291094206;3;3;2;2,67;2019;292910;2929107;"Bahia";"SAO FELIPE";"Pequeno II"
"2192";29292093744;2;4;3;3;2019;292920;2929206;"Bahia";"SAO FRANCISCO DO CONDE";"Pequeno II"
"2193";29295094310;2;4;4;3,33;2019;292950;2929503;"Bahia";"SAO SEBASTIAO DO PASSE";"Pequeno II"
"2194";29299096268;4;5;4;4,33;2019;292990;2929909;"Bahia";"SEABRA";"Pequeno II"
"2195";29301596556;5;5;2;4;2019;293015;2930154;"Bahia";"SERRA DO RAMALHO";"Pequeno II"
"2196";29302099014;3;1;NA;NA;2019;293020;2930204;"Bahia";"SENTO SE";"Pequeno II"
"2197";29303095836;4;4;4;4;2019;293030;2930303;"Bahia";"SERRA DOURADA";"Pequeno I"
"2198";29307696016;2;2;3;2,33;2019;293076;2930766;"Bahia";"SITIO DO QUINTO";"Pequeno I"
"2199";29308098862;3;2;5;3,33;2019;293080;2930808;"Bahia";"SOUTO SOARES";"Pequeno I"
"2200";29310094786;4;4;3;3,67;2019;293100;2931004;"Bahia";"TANHACU";"Pequeno II"
"2201";29312094882;3;4;2;3;2019;293120;2931202;"Bahia";"TAPEROA";"Pequeno I"
"2202";29315093580;3;4;2;3;2019;293150;2931509;"Bahia";"TEOFILANDIA";"Pequeno II"
"2203";29320093616;2;5;4;3,67;2019;293200;2932002;"Bahia";"UAUA";"Pequeno II"
"2204";29321094248;3;2;4;3;2019;293210;2932101;"Bahia";"UBAIRA";"Pequeno I"
"2205";29323096382;5;5;3;4,33;2019;293230;2932309;"Bahia";"UBATA";"Pequeno II"
"2206";29325093566;5;5;4;4,67;2019;293250;2932507;"Bahia";"UNA";"Pequeno II"
"2207";29332598542;3;4;2;3;2019;293325;2933257;"Bahia";"VEREDA";"Pequeno I"
"2208";29335094356;3;4;3;3,33;2019;293350;2933505;"Bahia";"WENCESLAU GUIMARAES";"Pequeno II"
"2209";29336093560;5;5;3;4,33;2019;293360;2933604;"Bahia";"XIQUE-XIQUE";"Pequeno II"
"2210";31002093648;2;1;2;1,67;2019;310020;3100203;"Minas gerais";"ABAETE";"Pequeno II"
"2211";31011094328;3;4;3;3,33;2019;310110;3101102;"Minas gerais";"AIMORES";"Pequeno II"
"2212";31015094114;2;5;4;3,67;2019;310150;3101508;"Minas gerais";"ALEM PARAIBA";"Pequeno II"
"2213";31019097948;3;2;3;2,67;2019;310190;3101904;"Minas gerais";"ALPINOPOLIS";"Pequeno I"
"2214";31026097710;4;5;3;4;2019;310260;3102605;"Minas gerais";"ANDRADAS";"Pequeno II"
"2215";31042093602;2;5;4;3,67;2019;310420;3104205;"Minas gerais";"ARCOS";"Pequeno II"
"2216";31051094122;5;4;2;3,67;2019;310510;3105103;"Minas gerais";"BAMBUI";"Pequeno II"
"2217";31054093902;5;4;3;4;2019;310540;3105400;"Minas gerais";"BARAO DE COCAIS";"Pequeno II"
"2218";31059093936;5;4;5;4,67;2019;310590;3105905;"Minas gerais";"BARROSO";"Pequeno I"
"2219";31063094164;3;5;3;3,67;2019;310630;3106309;"Minas gerais";"BELO ORIENTE";"Pequeno II"
"2220";31069096012;2;4;3;3;2019;310690;3106903;"Minas gerais";"BICAS";"Pequeno I"
"2221";31074093594;3;4;4;3,67;2019;310740;3107406;"Minas gerais";"BOM DESPACHO";"Pequeno II"
"2222";31086096354;5;5;2;4;2019;310860;3108602;"Minas gerais";"BRASILIA DE MINAS";"Pequeno II"
"2223";31090097532;2;5;3;3,33;2019;310900;3109006;"Minas gerais";"BRUMADINHO";"Pequeno II"
"2224";31094094326;4;4;3;3,67;2019;310940;3109402;"Minas gerais";"BURITIZEIRO";"Pequeno II"
"2225";31100093576;4;2;3;3;2019;311000;3110004;"Minas gerais";"CAETE";"Pequeno II"
"2226";31106096160;4;5;2;3,67;2019;311060;3110608;"Minas gerais";"CAMBUI";"Pequeno II"
"2227";31110094416;1;2;2;1,67;2019;311100;3111002;"Minas gerais";"CAMPESTRE";"Pequeno II"
"2228";31118098730;3;4;2;3;2019;311180;3111804;"Minas gerais";"CANAPOLIS";"Pequeno I"
"2229";31127094850;2;5;3;3,33;2019;311270;3112703;"Minas gerais";"CAPITAO ENEAS";"Pequeno I"
"2230";31130096036;2;2;2;2;2019;311300;3113008;"Minas gerais";"CARAI";"Pequeno II"
"2231";31132097916;2;4;4;3,33;2019;311320;3113206;"Minas gerais";"CARANDAI";"Pequeno II"
"2232";31137098944;5;2;3;3,33;2019;311370;3113701;"Minas gerais";"CARLOS CHAGAS";"Pequeno II"
"2233";31142097820;5;5;5;5;2019;311420;3114204;"Minas gerais";"CARMO DO CAJURU";"Pequeno II"
"2234";31143095678;4;5;5;4,67;2019;311430;3114303;"Minas gerais";"CARMO DO PARANAIBA";"Pequeno II"
"2235";31151095608;4;4;4;4;2019;311510;3115102;"Minas gerais";"CASSIA";"Pequeno I"
"2236";31155098088;2;4;3;3;2019;311550;3115508;"Minas gerais";"CAXAMBU";"Pequeno II"
"2237";31166098232;4;5;4;4,33;2019;311660;3116605;"Minas gerais";"CLAUDIO";"Pequeno II"
"2238";31173096230;5;5;4;4,67;2019;311730;3117306;"Minas gerais";"CONCEICAO DAS ALAGOAS";"Pequeno II"
"2239";31175098158;3;2;4;3;2019;311750;3117504;"Minas gerais";"CONCEICAO DO MATO DENTRO";"Pequeno I"
"2240";31193097138;4;5;2;3,67;2019;311930;3119302;"Minas gerais";"COROMANDEL";"Pequeno II"
"2241";31220094352;2;2;3;2,33;2019;312200;3122009;"Minas gerais";"DIVINO";"Pequeno I"
"2242";31236094538;2;2;2;2;2019;312360;3123601;"Minas gerais";"ELOI MENDES";"Pequeno II"
"2243";31242093582;5;4;4;4,33;2019;312420;3124203;"Minas gerais";"ESPERA FELIZ";"Pequeno II"
"2244";31243094744;4;5;3;4;2019;312430;3124302;"Minas gerais";"ESPINOSA";"Pequeno II"
"2245";31251093998;4;3;4;3,67;2019;312510;3125101;"Minas gerais";"EXTREMA";"Pequeno II"
"2246";31267094452;2;2;1;1,67;2019;312670;3126703;"Minas gerais";"FRANCISCO SA";"Pequeno II"
"2247";31273394488;2;4;2;2,67;2019;312733;3127339;"Minas gerais";"GAMELEIRAS";"Pequeno I"
"2248";31278095912;4;2;2;2,67;2019;312780;3127800;"Minas gerais";"GRAO MOGOL";"Pequeno I"
"2249";31280097722;5;5;3;4,33;2019;312800;3128006;"Minas gerais";"GUANHAES";"Pequeno II"
"2250";31312095710;3;2;1;2;2019;313120;3131208;"Minas gerais";"IPANEMA";"Pequeno I"
"2251";31319097030;2;5;2;3;2019;313190;3131901;"Minas gerais";"ITABIRITO";"Pequeno II"
"2252";31321095404;4;1;4;3;2019;313210;3132107;"Minas gerais";"ITACARAMBI";"Pequeno I"
"2253";31327093796;5;2;3;3,33;2019;313270;3132701;"Minas gerais";"ITAMBACURI";"Pequeno II"
"2254";31335095950;3;4;2;3;2019;313350;3133501;"Minas gerais";"ITAPECERICA";"Pequeno II"
"2255";31349098280;3;2;4;3;2019;313490;3134905;"Minas gerais";"JACUTINGA";"Pequeno II"
"2256";31350595254;5;4;3;4;2019;313505;3135050;"Minas gerais";"JAIBA";"Pequeno II"
"2257";31372093596;3;3;2;2,67;2019;313720;3137205;"Minas gerais";"LAGOA DA PRATA";"Pequeno II"
"2258";31386095534;1;4;5;3,33;2019;313860;3138609;"Minas gerais";"LIMA DUARTE";"Pequeno I"
"2259";31390098202;4;2;2;2,67;2019;313900;3139003;"Minas gerais";"MACHADO";"Pequeno II"
"2260";31395093940;3;3;3;3;2019;313950;3139508;"Minas gerais";"MANHUMIRIM";"Pequeno II"
"2261";31396093628;4;5;2;3,67;2019;313960;3139607;"Minas gerais";"MANTENA";"Pequeno II"
"2262";31407094192;2;5;2;3;2019;314070;3140704;"Minas gerais";"MATEUS LEME";"Pequeno II"
"2263";31409098194;3;2;2;2,33;2019;314090;3140902;"Minas gerais";"MATIPO";"Pequeno I"
"2264";31418094006;3;3;3;3;2019;314180;3141801;"Minas gerais";"MINAS NOVAS";"Pequeno II"
"2265";31428098596;2;5;3;3,33;2019;314280;3142809;"Minas gerais";"MONTE ALEGRE DE MINAS";"Pequeno I"
"2266";31431094888;5;2;3;3,33;2019;314310;3143104;"Minas gerais";"MONTE CARMELO";"Pequeno II"
"2267";31434096512;3;2;4;3;2019;314340;3143401;"Minas gerais";"MONTE SIAO";"Pequeno II"
"2268";31440097706;4;4;2;3,33;2019;314400;3144003;"Minas gerais";"MUTUM";"Pequeno II"
"2269";31441099082;4;2;NA;NA;2019;314410;3144102;"Minas gerais";"MUZAMBINHO";"Pequeno II"
"2270";31446094366;2;2;2;2;2019;314460;3144607;"Minas gerais";"NEPOMUCENO";"Pequeno II"
"2271";31452093590;3;5;4;4;2019;314520;3145208;"Minas gerais";"NOVA SERRANA";"Médio"
"2272";31460093988;4;4;2;3,33;2019;314600;3146008;"Minas gerais";"OURO FINO";"Pequeno II"
"2273";31463095656;3;4;3;3,33;2019;314630;3146305;"Minas gerais";"PADRE PARAISO";"Pequeno I"
"2274";31464098654;2;1;2;1,67;2019;314640;3146404;"Minas gerais";"PAINEIRAS";"Pequeno I"
"2275";31471093656;5;5;5;5;2019;314710;3147105;"Minas gerais";"PARA DE MINAS";"Médio"
"2276";31472099038;4;3;NA;NA;2019;314720;3147204;"Minas gerais";"PARAGUACU";"Pequeno II"
"2277";31514097882;5;4;3;4;2019;315140;3151404;"Minas gerais";"PITANGUI";"Pequeno II"
"2278";31515096368;2;3;2;2,33;2019;315150;3151503;"Minas gerais";"PIUMHI";"Pequeno II"
"2279";31522094542;4;4;3;3,67;2019;315220;3152204;"Minas gerais";"PORTEIRINHA";"Pequeno II"
"2280";31524094462;3;1;3;2,33;2019;315240;3152402;"Minas gerais";"POTE";"Pequeno I"
"2281";31539098388;2;1;3;2;2019;315390;3153905;"Minas gerais";"RAPOSOS";"Pequeno I"
"2282";31540093878;4;2;4;3,33;2019;315400;3154002;"Minas gerais";"RAUL SOARES";"Pequeno II"
"2283";31569098324;3;1;3;2,33;2019;315690;3156908;"Minas gerais";"SACRAMENTO";"Pequeno II"
"2284";31572097866;2;4;4;3,33;2019;315720;3157203;"Minas gerais";"SANTA BARBARA";"Pequeno II"
"2285";31596094720;2;5;2;3;2019;315960;3159605;"Minas gerais";"SANTA RITA DO SAPUCAI";"Pequeno II"
"2286";31604093702;5;4;2;3,67;2019;316040;3160405;"Minas gerais";"SANTO ANTONIO DO MONTE";"Pequeno II"
"2287";31619096898;2;2;3;2,33;2019;316190;3161908;"Minas gerais";"SAO GONCALO DO RIO ABAIXO";"Pequeno I"
"2288";31621094564;4;4;4;4;2019;316210;3162104;"Minas gerais";"SAO GOTARDO";"Pequeno II"
"2289";31627094372;4;2;3;3;2019;316270;3162708;"Minas gerais";"SAO JOAO DO PARAISO";"Pequeno II"
"2290";31629097408;3;2;2;2,33;2019;316290;3162906;"Minas gerais";"SAO JOAO NEPOMUCENO";"Pequeno II"
"2291";31637094174;2;5;2;3;2019;316370;3163706;"Minas gerais";"SAO LOURENCO";"Pequeno II"
"2292";31642093778;2;4;2;2,67;2019;316420;3164209;"Minas gerais";"SAO ROMAO";"Pequeno I"
"2293";31645099112;2;2;NA;NA;2019;316450;3164506;"Minas gerais";"SAO SEBASTIAO DO MARANHAO";"Pequeno I"
"2294";31652095820;3;1;4;2,67;2019;316520;3165206;"Minas gerais";"SAO THOME DAS LETRAS";"Pequeno I"
"2295";31655397544;3;3;4;3,33;2019;316553;3165537;"Minas gerais";"SARZEDO";"Pequeno II"
"2296";31671094208;4;2;2;2,67;2019;316710;3167103;"Minas gerais";"SERRO";"Pequeno II"
"2297";31696097324;4;4;3;3,67;2019;316960;3169604;"Minas gerais";"TUPACIGUARA";"Pequeno II"
"2298";31697097692;3;1;3;2,33;2019;316970;3169703;"Minas gerais";"TURMALINA";"Pequeno I"
"2299";31710094056;2;4;3;3;2019;317100;3171006;"Minas gerais";"VAZANTE";"Pequeno I"
"2300";31720094186;5;3;4;4;2019;317200;3172004;"Minas gerais";"VISCONDE DO RIO BRANCO";"Pequeno II"
"2301";32003097661;1;2;3;2;2019;320030;3200300;"Espirito Santo";"ALFREDO CHAVES";"Pequeno I"
"2302";32004093924;2;5;3;3,33;2019;320040;3200409;"Espirito Santo";"ANCHIETA";"Pequeno II"
"2303";32007098100;2;2;1;1,67;2019;320070;3200706;"Espirito Santo";"ATILIO VIVACQUA";"Pequeno I"
"2304";32009097132;4;2;4;3,33;2019;320090;3200904;"Espirito Santo";"BARRA DE SAO FRANCISCO";"Pequeno II"
"2305";32010098734;4;3;2;3;2019;320100;3201001;"Espirito Santo";"BOA ESPERANCA";"Pequeno I"
"2306";32011098208;1;2;2;1,67;2019;320110;3201100;"Espirito Santo";"BOM JESUS DO NORTE";"Pequeno I"
"2307";32011597098;1;1;3;1,67;2019;320115;3201159;"Espirito Santo";"BREJETUBA";"Pequeno I"
"2308";32018098560;4;2;3;3;2019;320180;3201803;"Espirito Santo";"DIVINO DE SAO LOURENCO";"Pequeno I"
"2309";32019097924;5;2;4;3,67;2019;320190;3201902;"Espirito Santo";"DOMINGOS MARTINS";"Pequeno II"
"2310";32020098628;4;4;2;3,33;2019;320200;3202009;"Espirito Santo";"DORES DO RIO PRETO";"Pequeno I"
"2311";32024598256;4;2;3;3;2019;320245;3202454;"Espirito Santo";"IBATIBA";"Pequeno II"
"2312";32026598818;2;2;2;2;2019;320265;3202652;"Espirito Santo";"IRUPI";"Pequeno I"
"2313";32027096706;5;4;3;4;2019;320270;3202702;"Espirito Santo";"ITAGUACU";"Pequeno I"
"2314";32029098358;2;2;3;2,33;2019;320290;3202900;"Espirito Santo";"ITARANA";"Pequeno I"
"2315";32030099110;3;2;NA;NA;2019;320300;3203007;"Espirito Santo";"IUNA";"Pequeno II"
"2316";32030598152;4;5;4;4,33;2019;320305;3203056;"Espirito Santo";"JAGUARE";"Pequeno II"
"2317";32031098770;2;2;2;2;2019;320310;3203106;"Espirito Santo";"JERONIMO MONTEIRO";"Pequeno I"
"2318";32031698728;1;1;4;2;2019;320316;3203163;"Espirito Santo";"LARANJA DA TERRA";"Pequeno I"
"2319";32033497732;3;3;2;2,67;2019;320334;3203346;"Espirito Santo";"MARECHAL FLORIANO";"Pequeno I"
"2320";32033598526;1;2;1;1,33;2019;320335;3203353;"Espirito Santo";"MARILANDIA";"Pequeno I"
"2321";32040098304;2;2;NA;NA;2019;320400;3204005;"Espirito Santo";"PANCAS";"Pequeno II"
"2322";32041096082;2;4;2;2,67;2019;320410;3204104;"Espirito Santo";"PINHEIROS";"Pequeno II"
"2323";32043096876;5;2;4;3,67;2019;320430;3204302;"Espirito Santo";"PRESIDENTE KENNEDY";"Pequeno I"
"2324";32043598754;3;4;3;3,33;2019;320435;3204351;"Espirito Santo";"RIO BANANAL";"Pequeno I"
"2325";32045098796;2;4;2;2,67;2019;320450;3204500;"Espirito Santo";"SANTA LEOPOLDINA";"Pequeno I"
"2326";32046598914;2;2;2;2;2019;320465;3204658;"Espirito Santo";"SAO DOMINGOS DO NORTE";"Pequeno I"
"2327";32047098216;4;2;2;2,67;2019;320470;3204708;"Espirito Santo";"SAO GABRIEL DA PALHA";"Pequeno II"
"2328";32049598706;1;1;3;1,67;2019;320495;3204955;"Espirito Santo";"SAO ROQUE DO CANAA";"Pequeno I"
"2329";32050696954;2;3;2;2,33;2019;320506;3205069;"Espirito Santo";"VENDA NOVA DO IMIGRANTE";"Pequeno II"
"2330";32051598918;2;2;5;3;2019;320515;3205150;"Espirito Santo";"VILA PAVAO";"Pequeno I"
"2331";32051798854;3;2;4;3;2019;320517;3205176;"Espirito Santo";"VILA VALERIO";"Pequeno I"
"2332";33001597671;4;2;3;3;2019;330015;3300159;"Rio de Janeiro";"APERIBE";"Pequeno I"
"2333";33002297778;4;5;2;3,67;2019;330022;3300225;"Rio de Janeiro";"AREAL";"Pequeno I"
"2334";33002396768;2;3;3;2,67;2019;330023;3300233;"Rio de Janeiro";"ARMACAO DOS BUZIOS";"Pequeno II"
"2335";33005094752;4;3;3;3,33;2019;330050;3300506;"Rio de Janeiro";"BOM JARDIM";"Pequeno II"
"2336";33006093692;3;4;4;3,67;2019;330060;3300605;"Rio de Janeiro";"BOM JESUS DO ITABAPOANA";"Pequeno II"
"2337";33009098104;1;1;1;1;2019;330090;3300902;"Rio de Janeiro";"CAMBUCI";"Pequeno I"
"2338";33009397816;2;2;3;2,33;2019;330093;3300936;"Rio de Janeiro";"CARAPEBUS";"Pequeno I"
"2339";33009597110;2;4;4;3,33;2019;330095;3300951;"Rio de Janeiro";"COMENDADOR LEVY GASPARIAN";"Pequeno I"
